objectid,fromdate,geography,latitude,longitude,address,ward_name,nbh_cluster_names,comp_plan_area,total_injuries,total_vehicles,total_bicyclists,total_pedestrians,crash_on_arterial,crash_on_interstate,crash_category
188797972,2021-01-23 05:00:00+00:00,0101000020E6100000DFBDA111FA4453C08C2AB1C4D2744340,38.912209,-77.076915,3900 RESERVOIR ROAD NW,Ward 2,"Georgetown, Burleith/Hillandale",NEAR NORTHWEST,0,2.0,0.0,0.0,1,0,MPD Only
189041080,2021-01-26 05:00:00+00:00,0101000020E61000005B55497E474353C0754EF6B7CF744340,38.91261,-77.051029,2301 MASSACHUSETTS AVENUE NW,Ward 2,"Kalorama Heights, Adams Morgan, Lanier Heights",NEAR NORTHWEST,0,1.0,0.0,0.0,1,0,MPD Only
189041334,2021-01-02 05:00:00+00:00,0101000020E61000006374BB10494453C0B5CE32F505754340,38.914034,-77.066849,1700 WISCONSIN AVENUE NW,Ward 2,"Georgetown, Burleith/Hillandale",NEAR NORTHWEST,0,1.0,0.0,0.0,1,0,MPD Only
188797787,2021-01-07 05:00:00+00:00,0101000020E6100000930ABEE0694453C022A481FFD8734340,38.905196,-77.068965,3501 M STREET NW,Ward 2,"Georgetown, Burleith/Hillandale",NEAR NORTHWEST,0,2.0,0.0,0.0,1,0,MPD Only
188797917,2021-01-09 05:00:00+00:00,0101000020E61000009D8A467AEA4353C0A8B818F4DC734340,38.905409,-77.061184,3105 M STREET NW,Ward 2,"Georgetown, Burleith/Hillandale",NEAR NORTHWEST,0,2.0,0.0,0.0,1,0,MPD Only
189035755,2021-01-27 05:00:00+00:00,0101000020E610000056946863C94353C0AE6D1DF8DB734340,38.903334,-77.059123,1002 30TH STREET NW,Ward 2,"Georgetown, Burleith/Hillandale",NEAR NORTHWEST,0,2.0,0.0,0.0,1,0,MPD Only
189040534,2021-01-23 05:00:00+00:00,0101000020E61000003B9F1B68574453C0C9F9A025DD734340,38.905058,-77.06814,3405 M STREET NW,Ward 2,"Georgetown, Burleith/Hillandale",NEAR NORTHWEST,0,2.0,0.0,0.0,0,0,MPD Only
189037925,2021-01-27 05:00:00+00:00,0101000020E6100000BF57D4EE694453C0ADC695AFDA734340,38.905219,-77.067834,3401 M STREET NW,Ward 2,"Georgetown, Burleith/Hillandale",NEAR NORTHWEST,0,2.0,0.0,0.0,1,0,MPD Only
189040577,2021-01-16 05:00:00+00:00,0101000020E61000004E003B61574453C0C6D6AEACDA734340,38.905219,-77.067834,3401 M STREET NW,Ward 2,"Georgetown, Burleith/Hillandale",NEAR NORTHWEST,0,2.0,0.0,0.0,1,0,MPD Only
189041302,2021-01-25 05:00:00+00:00,0101000020E61000006009E35D574453C00834CF6CD9734340,38.905065,-77.06783,M STREET NW & 34TH STREET NW,Ward 2,"Georgetown, Burleith/Hillandale",NEAR NORTHWEST,1,1.0,0.0,1.0,1,0,MPD and DCFEMS
189040863,2021-01-21 05:00:00+00:00,0101000020E6100000B92738BAA34353C07397CD49D3734340,38.904593,-77.056937,2800 PENNSYLVANIA AVENUE NW,Ward 2,"Georgetown, Burleith/Hillandale",NEAR NORTHWEST,0,2.0,0.0,0.0,1,0,MPD Only
189041520,2021-01-14 05:00:00+00:00,0101000020E6100000AD269C28A64353C04C294D0BE0734340,38.905619,-77.05729,2805 M STREET NW,Ward 2,"Georgetown, Burleith/Hillandale",NEAR NORTHWEST,0,2.0,0.0,0.0,1,0,MPD Only
189041614,2021-01-12 05:00:00+00:00,0101000020E61000003507EB1EA64353C0C01FBBE5DE734340,38.905232,-77.057012,M STREET NW & 28TH STREET NW,Ward 2,"Georgetown, Burleith/Hillandale",NEAR NORTHWEST,0,2.0,0.0,0.0,1,0,MPD Only
189040524,2021-01-23 05:00:00+00:00,0101000020E61000008754DDFEBA4153C0618D6CBA20744340,38.907241,-77.027036,11TH STREET NW & N STREET NW,Ward 2,"Shaw, Logan Circle",NEAR NORTHWEST,0,1.0,0.0,1.0,1,0,MPD and DCFEMS
189040705,2021-01-21 05:00:00+00:00,0101000020E61000004CC973447E4353C03599F9E09C744340,38.911044,-77.054128,2516 MILL ROAD NW,Ward 2,"Georgetown, Burleith/Hillandale",NEAR NORTHWEST,0,2.0,0.0,0.0,0,0,MPD Only
188798028,2021-01-17 05:00:00+00:00,0101000020E610000019DE398E0B4253C091DEF286D0744340,38.912606,-77.031953,14TH STREET NW & R STREET NW,Ward 2,"Shaw, Logan Circle",NEAR NORTHWEST,0,2.0,0.0,0.0,1,0,MPD and DCFEMS
188798019,2021-01-04 05:00:00+00:00,0101000020E610000098F250880B4253C0245C31F366744340,38.909425,-77.031952,1413 14TH STREET NW,Ward 2,"Shaw, Logan Circle",NEAR NORTHWEST,0,2.0,0.0,0.0,1,0,MPD Only
188798325,2021-01-30 05:00:00+00:00,0101000020E6100000DCF61FBAF74153C0537B611E30744340,38.907626,-77.031149,1300 VERMONT AVENUE NW,Ward 2,"Shaw, Logan Circle",NEAR NORTHWEST,0,2.0,0.0,0.0,0,0,MPD Only
189041346,2021-01-02 05:00:00+00:00,0101000020E6100000DE8B96FEBA4153C0DEAC86F232744340,38.907645,-77.026751,1309 11TH STREET NW,Ward 2,"Shaw, Logan Circle",NEAR NORTHWEST,0,2.0,0.0,0.0,1,0,MPD Only
188797827,2021-01-09 05:00:00+00:00,0101000020E6100000B9477839FA4153C04460417E20744340,38.907242,-77.029912,1300 N STREET NW,Ward 2,"Shaw, Logan Circle",NEAR NORTHWEST,0,2.0,0.0,0.0,0,0,MPD and DCFEMS
188797922,2021-01-09 05:00:00+00:00,0101000020E6100000A2573D62E54153C048DE951B29744340,38.907683,-77.029358,1301 13TH STREET NW,Ward 2,"Shaw, Logan Circle",NEAR NORTHWEST,0,2.0,0.0,0.0,1,0,MPD and DCFEMS
189041573,2021-01-15 05:00:00+00:00,0101000020E6100000EC5D92F30C4253C00FB709EBE0734340,38.905656,-77.031968,THOMAS CIRCLE NW,Ward 2,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,2.0,0.0,0.0,1,0,MPD Only
189040951,2021-01-21 05:00:00+00:00,0101000020E6100000239A59E1104253C05CB7015EF4734340,38.906767,-77.032786,5 THOMAS CIRCLE NW,Ward 2,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",NEAR NORTHWEST,0,1.0,0.0,1.0,1,0,MPD Only
188797908,2021-01-06 05:00:00+00:00,0101000020E610000040ECDA60944153C00045B1B6AB734340,38.904166,-77.024682,901 MASSACHUSETTS AVENUE NW,Ward 2,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",NEAR NORTHWEST,1,2.0,0.0,0.0,0,0,MPD and DCFEMS
188797828,2021-01-09 05:00:00+00:00,0101000020E610000073D31628274253C0E26698437A734340,38.901999,-77.033638,925 15TH STREET NW,Ward 2,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,2.0,0.0,0.0,1,0,MPD Only
189041461,2021-01-04 05:00:00+00:00,0101000020E6100000E65EFE341E4253C0E1B28628AD734340,38.903739,-77.033078,L STREET NW & VERMONT AVENUE NW,Ward 2,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,2.0,0.0,0.0,1,0,MPD Only
189040435,2021-01-27 05:00:00+00:00,0101000020E610000027822521CC4153C0B7A50D07EA734340,38.905855,-77.028085,1113 M STREET NW,Ward 2,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",NEAR NORTHWEST,0,2.0,0.0,0.0,0,0,MPD Only
188798318,2021-01-30 05:00:00+00:00,0101000020E61000003C047C7AAB4453C03172F04219764340,38.922549,-77.073942,2500 WISCONSIN AVENUE NW,Ward 3,"Cathedral Heights, McLean Gardens, Glover Park",ROCK CREEK WEST,0,2.0,0.0,0.0,1,0,MPD Only
189040438,2021-01-27 05:00:00+00:00,0101000020E6100000BF414A25AF4453C099FC973187764340,38.924609,-77.073815,2700 WISCONSIN AVENUE NW,Ward 3,"Cathedral Heights, McLean Gardens, Glover Park",ROCK CREEK WEST,0,2.0,0.0,0.0,1,0,MPD Only
188798007,2021-01-17 05:00:00+00:00,0101000020E6100000E75B5D81404453C04A4917C550764340,38.924698,-77.068646,3500 MASSACHUSETTS AVENUE NW,Ward 3,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",ROCK CREEK WEST,0,2.0,0.0,0.0,1,0,MPD Only
188797770,2021-01-05 05:00:00+00:00,0101000020E6100000BB3FDC47CC4453C0A722D22CA8774340,38.93488,-77.075091,3320 IDAHO AVENUE NW,Ward 3,"Cathedral Heights, McLean Gardens, Glover Park",ROCK CREEK WEST,0,1.0,0.0,0.0,0,0,MPD Only
189040971,2021-01-25 05:00:00+00:00,0101000020E610000027093577C44453C0FE1E39F79C774340,38.93488,-77.075091,3320 IDAHO AVENUE NW,Ward 3,"Cathedral Heights, McLean Gardens, Glover Park",ROCK CREEK WEST,0,1.0,0.0,0.0,0,0,MPD Only
189041297,2021-01-25 05:00:00+00:00,0101000020E6100000C2B16C64EE4453C04A8625CB7C774340,38.933488,-77.077048,MACOMB STREET NW & 39TH STREET NW,Ward 3,"Cathedral Heights, McLean Gardens, Glover Park",ROCK CREEK WEST,0,2.0,0.0,0.0,0,0,MPD and DCFEMS
189041413,2021-01-06 05:00:00+00:00,0101000020E6100000A7737C91C24453C037380F7EA1774340,38.93488,-77.075091,3320 IDAHO AVENUE NW,Ward 3,"Cathedral Heights, McLean Gardens, Glover Park",ROCK CREEK WEST,0,2.0,0.0,0.0,0,0,MPD Only
188797973,2021-01-23 05:00:00+00:00,0101000020E610000055D2AC91504453C0CEB2786456764340,38.924699,-77.068109,3400 MASSACHUSETTS AVENUE NW,Ward 3,"Cathedral Heights, McLean Gardens, Glover Park",ROCK CREEK WEST,0,1.0,0.0,0.0,1,0,MPD Only
189037926,2021-01-28 05:00:00+00:00,0101000020E6100000899A1FB5AE4353C0DEC819CA44774340,38.932064,-77.057649,2737 DEVONSHIRE PLACE NW,Ward 3,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",ROCK CREEK WEST,0,2.0,0.0,0.0,0,0,MPD Only
189040540,2021-01-11 05:00:00+00:00,0101000020E610000067C84D12A34353C0D45139873B774340,38.931331,-77.056677,2718 DEVONSHIRE PLACE NW,Ward 3,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",ROCK CREEK WEST,0,2.0,0.0,0.0,0,0,MPD Only
189040864,2021-01-21 05:00:00+00:00,0101000020E610000041C0637DED4553C0D7E12C7CAE784340,38.942817,-77.092618,MASSACHUSETTS AVENUE NW & 47TH STREET NW,Ward 3,"Friendship Heights, American University Park, Tenleytown",ROCK CREEK WEST,0,2.0,0.0,0.0,1,0,MPD Only
189040700,2021-01-22 05:00:00+00:00,0101000020E61000006316446BAD4453C0BB540D6BEF764340,38.92936,-77.072462,3001 WISCONSIN AVENUE NW,Ward 3,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",ROCK CREEK WEST,0,1.0,0.0,1.0,1,0,MPD and DCFEMS
188798458,2021-01-31 05:00:00+00:00,0101000020E61000000B62C166D44553C082EAD4D489784340,38.941319,-77.091136,4600 MASSACHUSETTS AVENUE NW,Ward 3,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",ROCK CREEK WEST,0,1.0,0.0,0.0,1,0,MPD Only
188797799,2021-01-08 05:00:00+00:00,0101000020E6100000C2DBF36D7A4553C0769EBE9119784340,38.938226,-77.085634,NEBRASKA AVENUE NW & WARD CIRCLE NW,Ward 3,"Friendship Heights, American University Park, Tenleytown",ROCK CREEK WEST,0,2.0,0.0,0.0,1,0,MPD Only
188798269,2021-01-18 05:00:00+00:00,0101000020E6100000B78F720F7B4553C02160250A18784340,38.938226,-77.085634,NEBRASKA AVENUE NW & WARD CIRCLE NW,Ward 3,"Friendship Heights, American University Park, Tenleytown",ROCK CREEK WEST,0,2.0,0.0,0.0,1,0,MPD Only
188798296,2021-01-27 05:00:00+00:00,0101000020E61000000B48B0E0F94653C0D753A77DD9774340,38.935739,-77.108828,5255 LOUGHBORO ROAD NW,Ward 3,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",ROCK CREEK WEST,1,1.0,0.0,0.0,0,0,MPD Only
189040697,2021-01-22 05:00:00+00:00,0101000020E61000008129A699434653C0E4945BF552754340,38.916587,-77.097874,4872 RESERVOIR ROAD NW,Ward 3,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",ROCK CREEK WEST,0,1.0,0.0,0.0,0,0,MPD Only
188798129,2021-01-13 05:00:00+00:00,0101000020E61000008208724F114753C09F060BB143774340,38.931498,-77.110831,5412 MANNING PLACE NW,Ward 3,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",ROCK CREEK WEST,0,3.0,0.0,0.0,0,0,MPD and DCFEMS
188797966,2021-01-19 05:00:00+00:00,0101000020E6100000274A97C7714653C0B6DF5170AB754340,38.919231,-77.100741,4940 CANAL ROAD NW,Ward 3,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",ROCK CREEK WEST,0,3.0,0.0,0.0,1,0,MPD and DCFEMS
188798051,2021-01-07 05:00:00+00:00,0101000020E61000007E19AFE86D4653C03484DC5D9E754340,38.918993,-77.100523,CANAL ROAD NW & RESERVOIR ROAD NW,Ward 3,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",ROCK CREEK WEST,0,2.0,0.0,0.0,0,0,MPD and DCFEMS
189040751,2021-01-25 05:00:00+00:00,0101000020E61000006DA810E9954553C011EEACD5EB744340,38.91345,-77.08732,4620 RESERVOIR ROAD NW,Ward 3,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",ROCK CREEK WEST,0,2.0,0.0,0.0,1,0,MPD Only
189041450,2021-01-05 05:00:00+00:00,0101000020E6100000A712BF8A624553C0445752AE1B774340,38.930277,-77.084375,3014 NEW MEXICO AVENUE NW,Ward 3,"Cathedral Heights, McLean Gardens, Glover Park",ROCK CREEK WEST,0,2.0,0.0,0.0,1,0,MPD Only
189041610,2021-01-12 05:00:00+00:00,0101000020E6100000DA92A537604553C08060D89913774340,38.930278,-77.083995,NEW MEXICO AVENUE NW & CATHEDRAL AVENUE NW,Ward 3,"Cathedral Heights, McLean Gardens, Glover Park",ROCK CREEK WEST,0,1.0,0.0,2.0,1,0,MPD Only
188798103,2021-01-13 05:00:00+00:00,0101000020E6100000EEACC8F15F4553C0F083BD618A7A4340,38.957025,-77.084289,5200 WISCONSIN AVENUE NW,Ward 3,"Friendship Heights, American University Park, Tenleytown",ROCK CREEK WEST,0,2.0,0.0,0.0,1,0,MPD Only
189041131,2021-01-01 05:00:00+00:00,0101000020E61000001CAB9D86064553C0D024C11255794340,38.947901,-77.078521,FORT DRIVE NW & ALBEMARLE STREET NW,Ward 3,"Friendship Heights, American University Park, Tenleytown",ROCK CREEK WEST,0,2.0,0.0,0.0,0,0,MPD Only
189040503,2021-01-28 05:00:00+00:00,0101000020E6100000CF0F201B4D4553C058695696407A4340,38.954704,-77.083019,5000 WISCONSIN AVENUE NW,Ward 3,"Friendship Heights, American University Park, Tenleytown",ROCK CREEK WEST,0,2.0,0.0,0.0,1,0,MPD and DCFEMS
189040962,2021-01-23 05:00:00+00:00,0101000020E6100000A412C1E83D4553C09CFE9BBB047A4340,38.953353,-77.081954,ELLICOTT STREET NW & WISCONSIN AVENUE NW,Ward 3,"Friendship Heights, American University Park, Tenleytown",ROCK CREEK WEST,0,2.0,0.0,0.0,1,0,MPD and DCFEMS
189040704,2021-01-22 05:00:00+00:00,0101000020E610000089B25AA8CC4553C048E02204EF784340,38.944787,-77.090614,WARREN STREET NW & 46TH STREET NW,Ward 3,"Friendship Heights, American University Park, Tenleytown",ROCK CREEK WEST,0,2.0,0.0,0.0,0,0,MPD Only
189040625,2021-01-28 05:00:00+00:00,0101000020E610000064949F08034553C0DE79B86E06794340,38.945495,-77.078324,WISCONSIN AVE NW & WINDOM PL NW,Ward 3,"Friendship Heights, American University Park, Tenleytown",ROCK CREEK WEST,0,2.0,0.0,0.0,1,0,MPD Only
189041612,2021-01-12 05:00:00+00:00,0101000020E6100000160E421D084553C0354EC27717794340,38.946504,-77.078888,TENLEY CIRCLE NW & WISCONSIN AVENUE NW,Ward 3,"Friendship Heights, American University Park, Tenleytown",ROCK CREEK WEST,0,2.0,0.0,0.0,1,0,MPD Only
188798349,2021-01-30 05:00:00+00:00,0101000020E61000002929D4C26E4453C065E477DC027B4340,38.960802,-77.069622,3600 MILITARY ROAD NW,Ward 3,"Hawthorne, Barnaby Woods, Chevy Chase",ROCK CREEK WEST,0,1.0,0.0,0.0,1,0,MPD Only
189040516,2021-01-23 05:00:00+00:00,0101000020E61000001852C2FD794453C0573E8325457A4340,38.95529,-77.06998,5014 CONNECTICUT AVENUE NW,Ward 3,"Hawthorne, Barnaby Woods, Chevy Chase",ROCK CREEK WEST,0,1.0,0.0,0.0,1,0,MPD Only
188797959,2021-01-18 05:00:00+00:00,0101000020E61000006295D54C284453C0C2CB31282C794340,38.946738,-77.065007,4455 CONNECTICUT AVENUE NW,Ward 3,"North Cleveland Park, Forest Hills, Van Ness",ROCK CREEK WEST,0,2.0,0.0,0.0,1,0,MPD Only
189035821,2021-01-27 05:00:00+00:00,0101000020E61000003A257B04124453C00716AEAEDF784340,38.945473,-77.064741,4300 CONNECTICUT AVENUE NW,Ward 3,"North Cleveland Park, Forest Hills, Van Ness",ROCK CREEK WEST,0,1.0,0.0,1.0,1,0,MPD and DCFEMS
188797901,2021-01-07 05:00:00+00:00,0101000020E6100000419DCA2D344453C07CC9C82655794340,38.946846,-77.065898,4400 CONNECTICUT AVENUE NW,Ward 3,"North Cleveland Park, Forest Hills, Van Ness",ROCK CREEK WEST,0,1.0,1.0,0.0,1,0,MPD Only
188798197,2021-01-31 05:00:00+00:00,0101000020E61000005A0B6BA0854353C0C0933FD067784340,38.939762,-77.054118,3900 SPRING OF FREEDOM STREET NW,Ward 3,"North Cleveland Park, Forest Hills, Van Ness",ROCK CREEK WEST,0,2.0,0.0,0.0,1,0,MPD Only
188797939,2021-01-03 05:00:00+00:00,0101000020E610000039B7BEEE604453C055C179D8027B4340,38.961017,-77.068414,3338 MILITARY RD,Ward 3,"Hawthorne, Barnaby Woods, Chevy Chase",ROCK CREEK WEST,0,2.0,0.0,0.0,1,0,MPD Only
189041254,2021-01-11 05:00:00+00:00,0101000020E6100000601635AE224453C0E7AC32A63D7B4340,38.962811,-77.064615,4288 SOUTHERN AVE SE,Ward 4,"Hawthorne, Barnaby Woods, Chevy Chase",ROCK CREEK WEST,0,2.0,0.0,0.0,0,0,MPD Only
188798334,2021-01-30 05:00:00+00:00,0101000020E6100000E1194DF1D54453C0D1713037817B4340,38.964714,-77.076076,5550 CONNECTICUT AVENUE NW,Ward 3,"Hawthorne, Barnaby Woods, Chevy Chase",ROCK CREEK WEST,0,1.0,0.0,1.0,1,0,MPD Only
189040616,2021-01-09 05:00:00+00:00,0101000020E6100000E203782BC64453C08B0B7FD9027B4340,38.960634,-77.075004,3800 MILITARY ROAD NW,Ward 3,"Hawthorne, Barnaby Woods, Chevy Chase",ROCK CREEK WEST,0,2.0,0.0,0.0,1,0,MPD Only
189040551,2021-01-13 05:00:00+00:00,0101000020E6100000B905FB103D4253C0D1B0A5EDDA7E4340,38.990926,-77.034761,1500 PORTAL DRIVE NW,Ward 4,"Colonial Village, Shepherd Park, North Portal Estates",ROCK CREEK EAST,0,2.0,0.0,0.0,0,0,MPD Only
189041470,2021-01-05 05:00:00+00:00,0101000020E6100000FE7761CCE14453C0749B25FCA97B4340,38.966015,-77.076564,5700 CONNECTICUT AVENUE NW,Ward 3,"Hawthorne, Barnaby Woods, Chevy Chase",ROCK CREEK WEST,0,2.0,0.0,0.0,1,0,MPD Only
188797931,2021-01-14 05:00:00+00:00,0101000020E6100000FB917BDA7E4453C0DD618F1FA97A4340,38.958196,-77.070012,5231 CHEVY CHASE PARKWAY NW,Ward 3,"Hawthorne, Barnaby Woods, Chevy Chase",ROCK CREEK WEST,0,2.0,0.0,0.0,0,0,MPD Only
189040425,2021-01-27 05:00:00+00:00,0101000020E6100000692F0ABE9D4453C03E6E6800C07A4340,38.959219,-77.071743,5301 CONNECTICUT AVENUE NW,Ward 3,"Hawthorne, Barnaby Woods, Chevy Chase",ROCK CREEK WEST,0,3.0,0.0,0.0,1,0,MPD and DCFEMS
189041433,2021-01-04 05:00:00+00:00,0101000020E610000014C0BB7D2A4453C0C9F53870AF7A4340,38.958478,-77.065124,BROAD BRANCH ROAD NW & 32ND STREET NW,Ward 4,"North Cleveland Park, Forest Hills, Van Ness",ROCK CREEK WEST,0,2.0,0.0,0.0,0,0,MPD and DCFEMS
189041320,2021-01-02 05:00:00+00:00,0101000020E610000055EFB735534253C0EBA8ED53937E4340,38.988864,-77.036691,8000 16TH STREET NW,Ward 4,"Colonial Village, Shepherd Park, North Portal Estates",ROCK CREEK EAST,0,2.0,0.0,0.0,1,0,MPD Only
189041468,2021-01-02 05:00:00+00:00,0101000020E6100000CAD7E76F584253C022DD3659937E4340,38.989203,-77.037334,1625 PRIMROSE ROAD NW,Ward 4,"Colonial Village, Shepherd Park, North Portal Estates",ROCK CREEK EAST,0,2.0,0.0,0.0,0,0,MPD Only
189041150,2021-01-06 05:00:00+00:00,0101000020E6100000656C2286B14153C0DED5B8A35B7D4340,38.979351,-77.026458,GEORGIA AVE NW & GERANIUM STREET NW,Ward 4,"Colonial Village, Shepherd Park, North Portal Estates",ROCK CREEK EAST,1,0.0,0.0,0.0,1,0,MPD and DCFEMS
189041003,2021-01-20 05:00:00+00:00,0101000020E6100000A0A677C8F44153C01D61B4D4EF7D4340,38.983544,-77.030606,1324 JONQUIL STREET NW,Ward 4,"Colonial Village, Shepherd Park, North Portal Estates",ROCK CREEK EAST,0,2.0,0.0,0.0,0,0,MPD Only
189041541,2021-01-15 05:00:00+00:00,0101000020E610000041AD6151B14153C019BB9E9C4E7D4340,38.978833,-77.026441,7308 GEORGIA AVENUE NW,Ward 4,"Colonial Village, Shepherd Park, North Portal Estates",ROCK CREEK EAST,0,2.0,0.0,0.0,1,0,MPD Only
189041400,2021-01-12 05:00:00+00:00,0101000020E610000080308A5CE54153C023957706847B4340,38.964953,-77.028065,1000 RITTENHOUSE STREET NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,0,2.0,0.0,0.0,0,0,MPD Only
189040989,2021-01-19 05:00:00+00:00,0101000020E6100000DD62E183B14153C02BAA71105B7D4340,38.979391,-77.026156,7331 GEORGIA AVENUE NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,0,2.0,0.0,0.0,1,0,MPD and DCFEMS
188798305,2021-01-31 05:00:00+00:00,0101000020E6100000CE7B4A9BC54153C0DDDF0B1A8D7B4340,38.965285,-77.026855,6205 GEORGIA AVENUE NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,0,2.0,0.0,0.0,1,0,MPD Only
189040651,2021-01-28 05:00:00+00:00,0101000020E61000003A1837B6564253C0ED0E824E377B4340,38.962521,-77.03691,MILITARY ROAD NW & 16TH STREET NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,0,2.0,0.0,0.0,1,0,MPD Only
189035753,2021-01-27 05:00:00+00:00,0101000020E6100000CB6D9C67C54153C070CBE228917B4340,38.965516,-77.028146,6216 GEORGIA AVENUE NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,0,2.0,0.0,0.0,1,0,MPD Only
188798206,2021-01-29 05:00:00+00:00,0101000020E6100000A33CD8F0534253C03812ACBB737C4340,38.972268,-77.036318,6800 16TH ST NW,Ward 4,Walter Reed,ROCK CREEK EAST,0,3.0,0.0,0.0,1,0,MPD Only
188797792,2021-01-08 05:00:00+00:00,0101000020E610000092AA1C37B24153C09B14F466867D4340,38.980613,-77.026499,7425 GEORGIA AVENUE NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,0,2.0,0.0,0.0,1,0,MPD Only
189040964,2021-01-25 05:00:00+00:00,0101000020E6100000B5CA31210B4153C05983D416767C4340,38.972346,-77.016302,ASPEN STREET NW & BLAIR ROAD NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,1,2.0,0.0,0.0,1,0,MPD and DCFEMS
189041373,2021-01-02 05:00:00+00:00,0101000020E610000080979788B34153C05C71B376EF7D4340,38.983834,-77.026285,7801 GEORGIA AVENUE NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,0,1.0,0.0,0.0,1,0,MPD Only
189041502,2021-01-04 05:00:00+00:00,0101000020E610000080EB5083B34153C096D46176EE7D4340,38.983832,-77.026579,KALMIA ROAD NW & GEORGIA AVENUE NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,0,3.0,0.0,0.0,1,0,MPD Only
189041547,2021-01-15 05:00:00+00:00,0101000020E610000019FE039FB34153C03065BCB8F37D4340,38.983423,-77.026568,7730 GEORGIA AVENUE NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,0,2.0,0.0,0.0,1,0,MPD Only
188798178,2021-01-28 05:00:00+00:00,0101000020E6100000938EF8EDBE4153C000C5598C227C4340,38.969478,-77.027933,6514 GEORGIA AVENUE NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,0,2.0,0.0,0.0,1,0,MPD Only
189040735,2021-01-17 05:00:00+00:00,0101000020E6100000B0518BF7A44153C00F245F5DEE7D4340,38.983548,-77.025902,7721 GEORGIA AVENUE NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,0,0.0,0.0,0.0,0,0,MPD Only
189041066,2021-01-18 05:00:00+00:00,0101000020E61000009967650A464153C0170F77574C7C4340,38.971275,-77.019619,6615 5TH STREET NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,0,1.0,0.0,0.0,0,0,MPD Only
189041566,2021-01-16 05:00:00+00:00,0101000020E6100000AC739B386C4153C016DDE009767C4340,38.972346,-77.022486,610 ASPEN STREET NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,0,3.0,0.0,0.0,0,0,MPD Only
189040649,2021-01-28 05:00:00+00:00,0101000020E61000009C37CF7FA94153C03D41CE697D7B4340,38.964219,-77.02619,6102 9TH STREET NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,0,2.0,0.0,0.0,0,0,MPD Only
189041271,2021-01-31 05:00:00+00:00,0101000020E6100000105E6CB9084153C0B3E4EBF8527C4340,38.971552,-77.01615,301 WHITTIER STREET NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,0,2.0,0.0,0.0,0,0,MPD and DCFEMS
188798475,2021-01-29 05:00:00+00:00,0101000020E61000008717F90FE44053C0AF81B776717A4340,38.95658,-77.013903,203 KENNEDY STREET NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,0,2.0,0.0,0.0,0,0,MPD Only
